StateYear,State,Year,Population,Alignment,Outcome
Mississippi1986,Mississippi,1986,2593597.0,0.22589816881046962,R
Mississippi1987,Mississippi,1987,2588545.0,0.22589816881046962,R
Mississippi1988,Mississippi,1988,2580352.0,0.2162189499727169,R
Mississippi1989,Mississippi,1989,2574269.0,0.2162189499727169,R
Mississippi1990,Mississippi,1990,2578897.0,0.2162189499727169,R
Mississippi1991,Mississippi,1991,2598733.0,0.2162189499727169,R
Mississippi1992,Mississippi,1992,2623734.0,0.18591556918498597,R
Mississippi1993,Mississippi,1993,2655100.0,0.18591556918498597,R
Mississippi1994,Mississippi,1994,2688992.0,0.18591556918498597,R
Mississippi1995,Mississippi,1995,2722659.0,0.18591556918498597,R
Mississippi1996,Mississippi,1996,2748085.0,0.16005254568181115,R
Mississippi1997,Mississippi,1997,2777004.0,0.16005254568181115,R
Mississippi1998,Mississippi,1998,2804834.0,0.16005254568181115,R
Mississippi1999,Mississippi,1999,2828408.0,0.16005254568181115,R
Mississippi2000,Mississippi,2000,2848353.0,0.19621303960569494,R
Mississippi2001,Mississippi,2001,2852994.0,0.19621303960569494,R
Mississippi2002,Mississippi,2002,2858681.0,0.19621303960569494,R
Mississippi2003,Mississippi,2003,2868312.0,0.19621303960569494,R
Mississippi2004,Mississippi,2004,2889010.0,-0.23709886777823544,D
Mississippi2005,Mississippi,2005,2905943.0,-0.23709886777823544,D
Mississippi2006,Mississippi,2006,2904978.0,-0.23709886777823544,D
Mississippi2007,Mississippi,2007,2928350.0,-0.23709886777823544,D
Mississippi2008,Mississippi,2008,2947806.0,-0.24580891686902057,D
Mississippi2009,Mississippi,2009,2958774.0,-0.24580891686902057,D
Mississippi2010,Mississippi,2010,2970322.0,-0.24580891686902057,D
Mississippi2011,Mississippi,2011,2978162.0,-0.24580891686902057,D
Mississippi2012,Mississippi,2012,2984945.0,0.23811024993760355,R
Mississippi2013,Mississippi,2013,2990482.0,0.23811024993760355,R
Mississippi2014,Mississippi,2014,2992400.0,0.23811024993760355,R
Mississippi2015,Mississippi,2015,2989390.0,0.23811024993760355,R
Mississippi2016,Mississippi,2016,2988726.0,0.23445240547310126,R
Missouri1980,Missouri,1980,4916686.0,0.2184766324308691,R
Missouri1981,Missouri,1981,4932064.0,0.2184766324308691,R
Missouri1982,Missouri,1982,4929451.0,0.2184766324308691,R
Missouri1983,Missouri,1983,4943733.0,0.2184766324308691,R
Missouri1984,Missouri,1984,4975278.0,0.2561038800243926,R
Missouri1985,Missouri,1985,5000268.0,0.2561038800243926,R
Missouri1986,Missouri,1986,5023068.0,0.2561038800243926,R
Missouri1987,Missouri,1987,5056696.0,0.2561038800243926,R
Missouri1988,Missouri,1988,5081736.0,0.21350046519535842,R
Missouri1989,Missouri,1989,5095830.0,0.21350046519535842,R
Missouri1990,Missouri,1990,5128880.0,0.21350046519535842,R
Missouri1991,Missouri,1991,5170800.0,0.21350046519535842,R
Missouri1992,Missouri,1992,5217101.0,-0.2020035648150189,D
Missouri1993,Missouri,1993,5271175.0,-0.2020035648150189,D
Missouri1994,Missouri,1994,5324497.0,-0.2020035648150189,D
Missouri1995,Missouri,1995,5378247.0,-0.2020035648150189,D
Missouri1996,Missouri,1996,5431553.0,-0.18888428410806266,D
Missouri1997,Missouri,1997,5481193.0,-0.18888428410806266,D
Missouri1998,Missouri,1998,5521765.0,-0.18888428410806266,D
Missouri1999,Missouri,1999,5561948.0,-0.18888428410806266,D
Missouri2000,Missouri,2000,5607285.0,0.21221036562257847,R
Missouri2001,Missouri,2001,5641142.0,0.21221036562257847,R
Missouri2002,Missouri,2002,5674825.0,0.21221036562257847,R
Missouri2003,Missouri,2003,5709403.0,0.21221036562257847,R
Missouri2004,Missouri,2004,5747741.0,-0.2532669791488517,D
Missouri2005,Missouri,2005,5790300.0,-0.2532669791488517,D
Missouri2006,Missouri,2006,5842704.0,-0.2532669791488517,D
Missouri2007,Missouri,2007,5887612.0,-0.2532669791488517,D
Missouri2008,Missouri,2008,5923916.0,-0.24406389287086447,D
Missouri2009,Missouri,2009,5961088.0,-0.24406389287086447,D
Missouri2010,Missouri,2010,5996118.0,-0.24406389287086447,D
Missouri2011,Missouri,2011,6010717.0,-0.24406389287086447,D
Missouri2012,Missouri,2012,6025415.0,0.2460311862336453,R
Missouri2013,Missouri,2013,6042711.0,0.2460311862336453,R
Missouri2014,Missouri,2014,6060930.0,0.2460311862336453,R
Missouri2015,Missouri,2015,6076204.0,0.2460311862336453,R
Missouri2016,Missouri,2016,6093000.0,0.26169555227310026,R
Montana1980,Montana,1980,786690.0,0.26289135491743887,R
Montana1981,Montana,1981,795328.0,0.26289135491743887,R
Montana1982,Montana,1982,803986.0,0.26289135491743887,R
Montana1983,Montana,1983,814031.0,0.26289135491743887,R
Montana1984,Montana,1984,820905.0,0.2831630943897284,R
Montana1985,Montana,1985,822320.0,0.2831630943897284,R
Montana1986,Montana,1986,813739.0,0.2831630943897284,R
Montana1987,Montana,1987,805063.0,0.2831630943897284,R
Montana1988,Montana,1988,800202.0,0.23795491638361313,R
Montana1989,Montana,1989,799636.0,0.23795491638361313,R
Montana1990,Montana,1990,800204.0,0.23795491638361313,R
Montana1991,Montana,1991,809680.0,0.23795491638361313,R
Montana1992,Montana,1992,825770.0,-0.18710657931385252,D
Montana1993,Montana,1993,844761.0,-0.18710657931385252,D
Montana1994,Montana,1994,861306.0,-0.18710657931385252,D
Montana1995,Montana,1995,876553.0,-0.18710657931385252,D
Montana1996,Montana,1996,886254.0,0.20270938128346952,R
Montana1997,Montana,1997,889865.0,0.20270938128346952,R
Montana1998,Montana,1998,892431.0,0.20270938128346952,R
Montana1999,Montana,1999,897507.0,0.20270938128346952,R
Montana2000,Montana,2000,903773.0,0.26575035988019113,R
Montana2001,Montana,2001,906961.0,0.26575035988019113,R
Montana2002,Montana,2002,911667.0,0.26575035988019113,R
Montana2003,Montana,2003,919630.0,0.26575035988019113,R
Montana2004,Montana,2004,930009.0,-0.2860864787330015,D
Montana2005,Montana,2005,940102.0,-0.2860864787330015,D
Montana2006,Montana,2006,952692.0,-0.2860864787330015,D
Montana2007,Montana,2007,964706.0,-0.2860864787330015,D
Montana2008,Montana,2008,976415.0,-0.24977289369786412,D
Montana2009,Montana,2009,983982.0,-0.24977289369786412,D
Montana2010,Montana,2010,990641.0,-0.24977289369786412,D
Montana2011,Montana,2011,997821.0,-0.24977289369786412,D
Montana2012,Montana,2012,1005196.0,0.2665430423519393,R
Montana2013,Montana,2013,1014314.0,0.2665430423519393,R
Montana2014,Montana,2014,1022867.0,0.2665430423519393,R
Montana2015,Montana,2015,1032073.0,0.2665430423519393,R
Montana2016,Montana,2016,1042520.0,0.2678509764800675,R
Nebraska1980,Nebraska,1980,1569825.0,0.26750561368305387,R
Nebraska1981,Nebraska,1981,1578515.0,0.26750561368305387,R
Nebraska1982,Nebraska,1982,1581780.0,0.26750561368305387,R
Nebraska1983,Nebraska,1983,1584293.0,0.26750561368305387,R
Nebraska1984,Nebraska,1984,1588639.0,0.2895900201367334,R
Nebraska1985,Nebraska,1985,1584664.0,0.2895900201367334,R
Nebraska1986,Nebraska,1986,1574333.0,0.2895900201367334,R
Nebraska1987,Nebraska,1987,1566547.0,0.2895900201367334,R
Nebraska1988,Nebraska,1988,1571477.0,0.25323692297119205,R
Nebraska1989,Nebraska,1989,1574864.0,0.25323692297119205,R
Nebraska1990,Nebraska,1990,1581660.0,0.25323692297119205,R
Nebraska1991,Nebraska,1991,1595919.0,0.25323692297119205,R
Nebraska1992,Nebraska,1992,1611687.0,0.21324115662656584,R
Nebraska1993,Nebraska,1993,1625590.0,0.21324115662656584,R
Nebraska1994,Nebraska,1994,1639041.0,0.21324115662656584,R
Nebraska1995,Nebraska,1995,1656992.0,0.21324115662656584,R
Nebraska1996,Nebraska,1996,1673740.0,0.2171585789907632,R
Nebraska1997,Nebraska,1997,1686418.0,0.2171585789907632,R
Nebraska1998,Nebraska,1998,1695816.0,0.2171585789907632,R
Nebraska1999,Nebraska,1999,1704764.0,0.2171585789907632,R
Nebraska2000,Nebraska,2000,1713820.0,0.25315494042548226,R
Nebraska2001,Nebraska,2001,1719836.0,0.25315494042548226,R
Nebraska2002,Nebraska,2002,1728292.0,0.25315494042548226,R
Nebraska2003,Nebraska,2003,1738643.0,0.25315494042548226,R
Nebraska2004,Nebraska,2004,1749370.0,-0.2931421025855022,D
Nebraska2005,Nebraska,2005,1761497.0,-0.2931421025855022,D
Nebraska2006,Nebraska,2006,1772693.0,-0.2931421025855022,D
Nebraska2007,Nebraska,2007,1783440.0,-0.2931421025855022,D
Nebraska2008,Nebraska,2008,1796378.0,-0.2521624067985691,D
Nebraska2009,Nebraska,2009,1812683.0,-0.2521624067985691,D
Nebraska2010,Nebraska,2010,1830051.0,-0.2521624067985691,D
Nebraska2011,Nebraska,2011,1842283.0,-0.2521624067985691,D
Nebraska2012,Nebraska,2012,1855725.0,0.2559991378032844,R
Nebraska2013,Nebraska,2013,1868559.0,0.2559991378032844,R
Nebraska2014,Nebraska,2014,1881145.0,0.2559991378032844,R
Nebraska2015,Nebraska,2015,1893765.0,0.2559991378032844,R
Nebraska2016,Nebraska,2016,1907116.0,0.10469053796413014,R
Nevada1980,Nevada,1980,800493.0,0.19365191200922433,R
Nevada1981,Nevada,1981,847655.0,0.19365191200922433,R
Nevada1982,Nevada,1982,881537.0,0.19365191200922433,R
Nevada1983,Nevada,1983,901977.0,0.19365191200922433,R
Nevada1984,Nevada,1984,924922.0,0.20409288567035924,R
Nevada1985,Nevada,1985,951030.0,0.20409288567035924,R
Nevada1986,Nevada,1986,980613.0,0.20409288567035924,R
Nevada1987,Nevada,1987,1023376.0,0.20409288567035924,R
Nevada1988,Nevada,1988,1075022.0,0.1916611939104502,R
Nevada1989,Nevada,1989,1137382.0,0.1916611939104502,R
Nevada1990,Nevada,1990,1220695.0,0.1916611939104502,R
Nevada1991,Nevada,1991,1296171.0,0.1916611939104502,R
Nevada1992,Nevada,1992,1351367.0,-0.13996789917172758,D
Nevada1993,Nevada,1993,1411215.0,-0.13996789917172758,D
Nevada1994,Nevada,1994,1499298.0,-0.13996789917172758,D
Nevada1995,Nevada,1995,1581578.0,-0.13996789917172758,D
Nevada1996,Nevada,1996,1666320.0,-0.12240986125114024,D
Nevada1997,Nevada,1997,1764104.0,-0.12240986125114024,D
Nevada1998,Nevada,1998,1853191.0,-0.12240986125114024,D
Nevada1999,Nevada,1999,1934718.0,-0.12240986125114024,D
Nevada2000,Nevada,2000,2018741.0,0.14938766290475103,R
Nevada2001,Nevada,2001,2098399.0,0.14938766290475103,R
Nevada2002,Nevada,2002,2173791.0,0.14938766290475103,R
Nevada2003,Nevada,2003,2248850.0,0.14938766290475103,R
Nevada2004,Nevada,2004,2346222.0,-0.17845284887789817,D
Nevada2005,Nevada,2005,2432143.0,-0.17845284887789817,D
Nevada2006,Nevada,2006,2522658.0,-0.17845284887789817,D
Nevada2007,Nevada,2007,2601072.0,-0.17845284887789817,D
Nevada2008,Nevada,2008,2653630.0,0.20113429528607982,R
Nevada2009,Nevada,2009,2684665.0,0.20113429528607982,R
Nevada2010,Nevada,2010,2703284.0,0.20113429528607982,R
Nevada2011,Nevada,2011,2718379.0,0.20113429528607982,R
Nevada2012,Nevada,2012,2752565.0,-0.1930464857323987,D
Nevada2013,Nevada,2013,2786464.0,-0.1930464857323987,D
Nevada2014,Nevada,2014,2833013.0,-0.1930464857323987,D
Nevada2015,Nevada,2015,2883758.0,-0.1930464857323987,D
Nevada2016,Nevada,2016,2940058.0,-0.18341815025417865,D
New Hampshire1980,New Hampshire,1980,920610.0,0.24082401885706217,R
New Hampshire1981,New Hampshire,1981,936621.0,0.24082401885706217,R
New Hampshire1982,New Hampshire,1982,947719.0,0.24082401885706217,R
New Hampshire1983,New Hampshire,1983,958134.0,0.24082401885706217,R
New Hampshire1984,New Hampshire,1984,976864.0,0.27337479935794545,R
New Hampshire1985,New Hampshire,1985,996753.0,0.27337479935794545,R
New Hampshire1986,New Hampshire,1986,1025053.0,0.27337479935794545,R
New Hampshire1987,New Hampshire,1987,1054289.0,0.27337479935794545,R
New Hampshire1988,New Hampshire,1988,1082577.0,0.2600618708877059,R
New Hampshire1989,New Hampshire,1989,1104522.0,0.2600618708877059,R
New Hampshire1990,New Hampshire,1990,1112384.0,0.2600618708877059,R
New Hampshire1991,New Hampshire,1991,1109929.0,0.2600618708877059,R
New Hampshire1992,New Hampshire,1992,1117784.0,-0.18701287547504705,D
New Hampshire1993,New Hampshire,1993,1129458.0,-0.18701287547504705,D
New Hampshire1994,New Hampshire,1994,1142560.0,-0.18701287547504705,D
New Hampshire1995,New Hampshire,1995,1157561.0,-0.18701287547504705,D
New Hampshire1996,New Hampshire,1996,1174719.0,-0.2095939539583509,D
New Hampshire1997,New Hampshire,1997,1189425.0,-0.2095939539583509,D
New Hampshire1998,New Hampshire,1998,1205940.0,-0.2095939539583509,D
New Hampshire1999,New Hampshire,1999,1222014.0,-0.2095939539583509,D
New Hampshire2000,New Hampshire,2000,1239882.0,0.2206330925039641,R
New Hampshire2001,New Hampshire,2001,1255517.0,0.2206330925039641,R
New Hampshire2002,New Hampshire,2002,1269089.0,0.2206330925039641,R
New Hampshire2003,New Hampshire,2003,1279840.0,0.2206330925039641,R
New Hampshire2004,New Hampshire,2004,1290121.0,0.26393725859822453,R
New Hampshire2005,New Hampshire,2005,1298492.0,0.26393725859822453,R
New Hampshire2006,New Hampshire,2006,1308389.0,0.26393725859822453,R
New Hampshire2007,New Hampshire,2007,1312540.0,0.26393725859822453,R
New Hampshire2008,New Hampshire,2008,1315906.0,0.29244186134875894,R
New Hampshire2009,New Hampshire,2009,1316102.0,0.29244186134875894,R
New Hampshire2010,New Hampshire,2010,1316872.0,0.29244186134875894,R
New Hampshire2011,New Hampshire,2011,1318473.0,0.29244186134875894,R
New Hampshire2012,New Hampshire,2012,1321182.0,-0.2797199780196824,D
New Hampshire2013,New Hampshire,2013,1322687.0,-0.2797199780196824,D
New Hampshire2014,New Hampshire,2014,1328743.0,-0.2797199780196824,D
New Hampshire2015,New Hampshire,2015,1330111.0,-0.2797199780196824,D
New Hampshire2016,New Hampshire,2016,1334795.0,-0.2611082600698984,D
New Jersey1980,New Jersey,1980,7364823.0,0.2099924193697527,R
New Jersey1981,New Jersey,1981,7407472.0,0.2099924193697527,R
New Jersey1982,New Jersey,1982,7430968.0,0.2099924193697527,R
New Jersey1983,New Jersey,1983,7467785.0,0.2099924193697527,R
New Jersey1984,New Jersey,1984,7515473.0,0.2572865340611296,R
New Jersey1985,New Jersey,1985,7565528.0,0.2572865340611296,R
New Jersey1986,New Jersey,1986,7622159.0,0.2572865340611296,R
New Jersey1987,New Jersey,1987,7670742.0,0.2572865340611296,R
New Jersey1988,New Jersey,1988,7712333.0,0.22602654734955038,R
New Jersey1989,New Jersey,1989,7726089.0,0.22602654734955038,R
New Jersey1990,New Jersey,1990,7762963.0,0.22602654734955038,R
New Jersey1991,New Jersey,1991,7814676.0,0.22602654734955038,R
New Jersey1992,New Jersey,1992,7880508.0,-0.18224789569403393,D
New Jersey1993,New Jersey,1993,7948915.0,-0.18224789569403393,D
New Jersey1994,New Jersey,1994,8014306.0,-0.18224789569403393,D
New Jersey1995,New Jersey,1995,8083242.0,-0.18224789569403393,D
New Jersey1996,New Jersey,1996,8149596.0,-0.20274980502100964,D
New Jersey1997,New Jersey,1997,8218808.0,-0.20274980502100964,D
New Jersey1998,New Jersey,1998,8287418.0,-0.20274980502100964,D
New Jersey1999,New Jersey,1999,8359592.0,-0.20274980502100964,D
New Jersey2000,New Jersey,2000,8430621.0,-0.2121848437973905,D
New Jersey2001,New Jersey,2001,8492671.0,-0.2121848437973905,D
New Jersey2002,New Jersey,2002,8552643.0,-0.2121848437973905,D
New Jersey2003,New Jersey,2003,8601402.0,-0.2121848437973905,D
New Jersey2004,New Jersey,2004,8634561.0,0.2213696793618112,R
New Jersey2005,New Jersey,2005,8651974.0,0.2213696793618112,R
New Jersey2006,New Jersey,2006,8661679.0,0.2213696793618112,R
New Jersey2007,New Jersey,2007,8677885.0,0.2213696793618112,R
New Jersey2008,New Jersey,2008,8711090.0,0.25432201940285315,R
New Jersey2009,New Jersey,2009,8755602.0,0.25432201940285315,R
New Jersey2010,New Jersey,2010,8803729.0,0.25432201940285315,R
New Jersey2011,New Jersey,2011,8841243.0,0.25432201940285315,R
New Jersey2012,New Jersey,2012,8873211.0,-0.23949627705235454,D
New Jersey2013,New Jersey,2013,8899162.0,-0.23949627705235454,D
New Jersey2014,New Jersey,2014,8925001.0,-0.23949627705235454,D
New Jersey2015,New Jersey,2015,8935421.0,-0.23949627705235454,D
New Jersey2016,New Jersey,2016,8944469.0,-0.2401794896935749,D
New Mexico1980,New Mexico,1980,1302894.0,0.1924784364652842,R
New Mexico1981,New Mexico,1981,1332748.0,0.1924784364652842,R
New Mexico1982,New Mexico,1982,1363823.0,0.1924784364652842,R
New Mexico1983,New Mexico,1983,1394361.0,0.1924784364652842,R
New Mexico1984,New Mexico,1984,1416717.0,0.2167694747786608,R
New Mexico1985,New Mexico,1985,1438361.0,0.2167694747786608,R
New Mexico1986,New Mexico,1986,1462729.0,0.2167694747786608,R
New Mexico1987,New Mexico,1987,1478520.0,0.2167694747786608,R
New Mexico1988,New Mexico,1988,1490337.0,0.18139588562855247,R
New Mexico1989,New Mexico,1989,1503901.0,0.18139588562855247,R
New Mexico1990,New Mexico,1990,1521574.0,0.18139588562855247,R
New Mexico1991,New Mexico,1991,1555305.0,0.18139588562855247,R
New Mexico1992,New Mexico,1992,1595442.0,-0.1639777566342117,D
New Mexico1993,New Mexico,1993,1636453.0,-0.1639777566342117,D
New Mexico1994,New Mexico,1994,1682398.0,-0.1639777566342117,D
New Mexico1995,New Mexico,1995,1720394.0,-0.1639777566342117,D
New Mexico1996,New Mexico,1996,1752326.0,-0.15607541062564842,D
New Mexico1997,New Mexico,1997,1774839.0,-0.15607541062564842,D
New Mexico1998,New Mexico,1998,1793484.0,-0.15607541062564842,D
New Mexico1999,New Mexico,1999,1808082.0,-0.15607541062564842,D
New Mexico2000,New Mexico,2000,1821204.0,-0.15746890518580017,D
New Mexico2001,New Mexico,2001,1831690.0,-0.15746890518580017,D
New Mexico2002,New Mexico,2002,1855309.0,-0.15746890518580017,D
New Mexico2003,New Mexico,2003,1877574.0,-0.15746890518580017,D
New Mexico2004,New Mexico,2004,1903808.0,-0.19798740209096716,D
New Mexico2005,New Mexico,2005,1932274.0,-0.19798740209096716,D
New Mexico2006,New Mexico,2006,1962137.0,-0.19798740209096716,D
New Mexico2007,New Mexico,2007,1990070.0,-0.19798740209096716,D
New Mexico2008,New Mexico,2008,2010662.0,0.2349584365746207,R
New Mexico2009,New Mexico,2009,2036802.0,0.2349584365746207,R
New Mexico2010,New Mexico,2010,2064756.0,0.2349584365746207,R
New Mexico2011,New Mexico,2011,2077756.0,0.2349584365746207,R
New Mexico2012,New Mexico,2012,2083784.0,-0.19931768359868393,D
New Mexico2013,New Mexico,2013,2085193.0,-0.19931768359868393,D
New Mexico2014,New Mexico,2014,2083024.0,-0.19931768359868393,D
New Mexico2015,New Mexico,2015,2080328.0,-0.19931768359868393,D
New Mexico2016,New Mexico,2016,2081015.0,-0.18511831966612446,D
New York1980,New York,1980,17558072.0,0.1648148498308926,R
New York1981,New York,1981,17567734.0,0.1648148498308926,R
New York1982,New York,1982,17589738.0,0.1648148498308926,R
New York1983,New York,1983,17686905.0,0.1648148498308926,R
New York1984,New York,1984,17745684.0,0.20651573644611276,R
New York1985,New York,1985,17791672.0,0.20651573644611276,R
New York1986,New York,1986,17833419.0,0.20651573644611276,R
New York1987,New York,1987,17868848.0,0.20651573644611276,R
New York1988,New York,1988,17941309.0,-0.18660188060971472,D
New York1989,New York,1989,17983086.0,-0.18660188060971472,D
New York1990,New York,1990,18020784.0,-0.18660188060971472,D
New York1991,New York,1991,18122510.0,-0.18660188060971472,D
New York1992,New York,1992,18246653.0,-0.1887716064968189,D
New York1993,New York,1993,18374954.0,-0.1887716064968189,D
New York1994,New York,1994,18459470.0,-0.1887716064968189,D
New York1995,New York,1995,18524104.0,-0.1887716064968189,D
New York1996,New York,1996,18588460.0,-0.2020703705417232,D
New York1997,New York,1997,18656546.0,-0.2020703705417232,D
New York1998,New York,1998,18755906.0,-0.2020703705417232,D
New York1999,New York,1999,18882725.0,-0.2020703705417232,D
New York2000,New York,2000,19001780.0,-0.20746556375244846,D
New York2001,New York,2001,19082838.0,-0.20746556375244846,D
New York2002,New York,2002,19137800.0,-0.20746556375244846,D
New York2003,New York,2003,19175939.0,-0.20746556375244846,D
New York2004,New York,2004,19171567.0,0.22503533487899033,R
New York2005,New York,2005,19132610.0,0.22503533487899033,R
New York2006,New York,2006,19104631.0,0.22503533487899033,R
New York2007,New York,2007,19132335.0,0.22503533487899033,R
New York2008,New York,2008,19212436.0,0.25009556310298187,R
New York2009,New York,2009,19307066.0,0.25009556310298187,R
New York2010,New York,2010,19402640.0,0.25009556310298187,R
New York2011,New York,2011,19519529.0,0.25009556310298187,R
New York2012,New York,2012,19602769.0,-0.22883200837595954,D
New York2013,New York,2013,19673546.0,-0.22883200837595954,D
New York2014,New York,2014,19718515.0,-0.22883200837595954,D
New York2015,New York,2015,19747183.0,-0.22883200837595954,D
New York2016,New York,2016,19745289.0,-0.23074486273662542,D
North Carolina1980,North Carolina,1980,5881766.0,0.15556858263317513,R
North Carolina1981,North Carolina,1981,5956653.0,0.15556858263317513,R
North Carolina1982,North Carolina,1982,6019101.0,0.15556858263317513,R
North Carolina1983,North Carolina,1983,6077056.0,0.15556858263317513,R
North Carolina1984,North Carolina,1984,6164006.0,0.21844251936159698,R
North Carolina1985,North Carolina,1985,6253954.0,0.21844251936159698,R
North Carolina1986,North Carolina,1986,6321578.0,0.21844251936159698,R
North Carolina1987,North Carolina,1987,6403700.0,0.21844251936159698,R
North Carolina1988,North Carolina,1988,6480594.0,0.19091737578376303,R
North Carolina1989,North Carolina,1989,6565459.0,0.19091737578376303,R
North Carolina1990,North Carolina,1990,6664016.0,0.19091737578376303,R
North Carolina1991,North Carolina,1991,6784280.0,0.19091737578376303,R
North Carolina1992,North Carolina,1992,6897214.0,0.16451004710017697,R
North Carolina1993,North Carolina,1993,7042818.0,0.16451004710017697,R
North Carolina1994,North Carolina,1994,7187398.0,0.16451004710017697,R
North Carolina1995,North Carolina,1995,7344674.0,0.16451004710017697,R
North Carolina1996,North Carolina,1996,7500670.0,0.1634437990206208,R
North Carolina1997,North Carolina,1997,7656825.0,0.1634437990206208,R
North Carolina1998,North Carolina,1998,7809121.0,0.1634437990206208,R
North Carolina1999,North Carolina,1999,7949361.0,0.1634437990206208,R
North Carolina2000,North Carolina,2000,8081614.0,0.2018362916120468,R
North Carolina2001,North Carolina,2001,8210122.0,0.2018362916120468,R
North Carolina2002,North Carolina,2002,8326201.0,0.2018362916120468,R
North Carolina2003,North Carolina,2003,8422501.0,0.2018362916120468,R
North Carolina2004,North Carolina,2004,8553152.0,-0.22929161085878047,D
North Carolina2005,North Carolina,2005,8705407.0,-0.22929161085878047,D
North Carolina2006,North Carolina,2006,8917270.0,-0.22929161085878047,D
North Carolina2007,North Carolina,2007,9118037.0,-0.22929161085878047,D
North Carolina2008,North Carolina,2008,9309449.0,0.230158734421339,R
North Carolina2009,North Carolina,2009,9449566.0,0.230158734421339,R
North Carolina2010,North Carolina,2010,9558915.0,0.230158734421339,R
North Carolina2011,North Carolina,2011,9650963.0,0.230158734421339,R
North Carolina2012,North Carolina,2012,9746175.0,0.23295241466524047,R
North Carolina2013,North Carolina,2013,9841590.0,0.23295241466524047,R
North Carolina2014,North Carolina,2014,9934399.0,0.23295241466524047,R
North Carolina2015,North Carolina,2015,10035186.0,0.23295241466524047,R
North Carolina2016,North Carolina,2016,10146788.0,0.23284521170640404,R
North Dakota1980,North Dakota,1980,652717.0,0.29675188481378606,R
North Dakota1981,North Dakota,1981,659505.0,0.29675188481378606,R
North Dakota1982,North Dakota,1982,668972.0,0.29675188481378606,R
North Dakota1983,North Dakota,1983,676688.0,0.29675188481378606,R
North Dakota1984,North Dakota,1984,680497.0,0.29439659542951696,R
North Dakota1985,North Dakota,1985,676980.0,0.29439659542951696,R
North Dakota1986,North Dakota,1986,669512.0,0.29439659542951696,R
North Dakota1987,North Dakota,1987,661136.0,0.29439659542951696,R
North Dakota1988,North Dakota,1988,655331.0,0.25416011145512724,R
North Dakota1989,North Dakota,1989,646351.0,0.25416011145512724,R
North Dakota1990,North Dakota,1990,637685.0,0.25416011145512724,R
North Dakota1991,North Dakota,1991,635753.0,0.25416011145512724,R
North Dakota1992,North Dakota,1992,638223.0,0.21347397383046365,R
North Dakota1993,North Dakota,1993,641216.0,0.21347397383046365,R
North Dakota1994,North Dakota,1994,644804.0,0.21347397383046365,R
North Dakota1995,North Dakota,1995,647832.0,0.21347397383046365,R
North Dakota1996,North Dakota,1996,650382.0,0.19227161883323954,R
North Dakota1997,North Dakota,1997,649716.0,0.19227161883323954,R
North Dakota1998,North Dakota,1998,647532.0,0.19227161883323954,R
North Dakota1999,North Dakota,1999,644259.0,0.19227161883323954,R
North Dakota2000,North Dakota,2000,642023.0,0.2723453832650855,R
North Dakota2001,North Dakota,2001,639062.0,0.2723453832650855,R
North Dakota2002,North Dakota,2002,638168.0,0.2723453832650855,R
North Dakota2003,North Dakota,2003,638817.0,0.2723453832650855,R
North Dakota2004,North Dakota,2004,644705.0,-0.30502477877478845,D
North Dakota2005,North Dakota,2005,646089.0,-0.30502477877478845,D
North Dakota2006,North Dakota,2006,649422.0,-0.30502477877478845,D
North Dakota2007,North Dakota,2007,652822.0,-0.30502477877478845,D
North Dakota2008,North Dakota,2008,657569.0,-0.2568354043453995,D
North Dakota2009,North Dakota,2009,664968.0,-0.2568354043453995,D
North Dakota2010,North Dakota,2010,674526.0,-0.2568354043453995,D
North Dakota2011,North Dakota,2011,685476.0,-0.2568354043453995,D
North Dakota2012,North Dakota,2012,702087.0,0.2680052472129522,R
North Dakota2013,North Dakota,2013,724019.0,0.2680052472129522,R
North Dakota2014,North Dakota,2014,739904.0,0.2680052472129522,R
North Dakota2015,North Dakota,2015,756835.0,0.2680052472129522,R
North Dakota2016,North Dakota,2016,757952.0,0.28602602803343746,R
Ohio1980,Ohio,1980,10797630.0,0.20435456669658064,R
Ohio1981,Ohio,1981,10788330.0,0.20435456669658064,R
Ohio1982,Ohio,1982,10757087.0,0.20435456669658064,R
Ohio1983,Ohio,1983,10737632.0,0.20435456669658064,R
Ohio1984,Ohio,1984,10737746.0,0.24945272499461246,R
Ohio1985,Ohio,1985,10734926.0,0.24945272499461246,R
Ohio1986,Ohio,1986,10730268.0,0.24945272499461246,R
Ohio1987,Ohio,1987,10760090.0,0.24945272499461246,R
Ohio1988,Ohio,1988,10798552.0,0.22378454074212914,R
Ohio1989,Ohio,1989,10829217.0,0.22378454074212914,R
Ohio1990,Ohio,1990,10864162.0,0.22378454074212914,R
Ohio1991,Ohio,1991,10945762.0,0.22378454074212914,R
Ohio1992,Ohio,1992,11029431.0,-0.1799677608028918,D
Ohio1993,Ohio,1993,11101140.0,-0.1799677608028918,D
Ohio1994,Ohio,1994,11152454.0,-0.1799677608028918,D
Ohio1995,Ohio,1995,11202751.0,-0.1799677608028918,D
Ohio1996,Ohio,1996,11242827.0,-0.19107489602036926,D
Ohio1997,Ohio,1997,11277357.0,-0.19107489602036926,D
Ohio1998,Ohio,1998,11311536.0,-0.19107489602036926,D
Ohio1999,Ohio,1999,11335454.0,-0.19107489602036926,D
Ohio2000,Ohio,2000,11363543.0,0.20683364334521373,R
Ohio2001,Ohio,2001,11387404.0,0.20683364334521373,R
